# F-077 step 3: every block --report cannot vouch for mechanically,
# with the reason removing it loses nothing. Read the diff, not this file,
# if you are checking the claim: `git show <commit> -- <path>`.
# path	reason
skills/faion/knowledge/backend/server-init-bootstrap/templates/verify-bootstrap.sh	file rewritten in this batch (CR-012 #3: greps that matched commented-out settings)
skills/faion/knowledge/backend/websocket-design/templates/ws_client.ts	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-bug-bash-runbook/templates/_smoke-test.csv	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-bug-bash-runbook/templates/bug-bash-ledger.csv	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-flake-ledger-template/templates/_smoke-test.csv	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-flake-ledger-template/templates/ingest.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-flake-ledger-template/templates/ledger.csv	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-flaky-test-root-cause-taxonomy/templates/classify.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-rc-smoke-pack-template/templates/run_pack.sh	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-suite-health-metrics-canon/templates/ingest.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-test-data-catalog/templates/factories.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/qa-test-strategy-template/templates/risks_table.csv	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/dev/refactor-baseline-metrics-script/templates/baseline.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/infra/cdn-fronted-static-deploy/templates/edge-freshness-report.json	file edited after inlining; two further example rows and a note field the block predates
skills/faion/knowledge/infra/cdn-fronted-static-deploy/templates/rsync-allowlist.sh	file edited after inlining; its comments explain the --delete-excluded trap the block only asserted
skills/faion/knowledge/ml-engineering/gemini-api/templates/gemini-client.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/ml-engineering/gemini-api/templates/gemini-multimodal.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/pm/gitlab-boards-pm-agile/templates/scoped-labels.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/hybrid-delivery-pm-agile/templates/hybrid-alignment.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/jira-workflow-management-pm-agile/templates/bulk-transition.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/kanban-scaled-agile-ceremonies/templates/cycle-stats.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/pm-tools-overview/templates/poc-runner.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/predictive-analytics-pm-pm-agile/templates/calibration.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/pm/raci-matrix-pm-agile/templates/raci-lint.py	file rewritten in this batch (CR-012: the two module docstrings merged, so the second delimiter line is gone)
skills/faion/knowledge/sdd/ab-testing-basics/templates/bucketing.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/ab-testing-implementation/templates/analyzer.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/ab-testing-implementation/templates/experiment_event.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/cd-basics/templates/expand_contract_migration.sql	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/dev-methodologies-architecture/templates/api_envelope.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/dev-methodologies-architecture/templates/structured_logger.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-core-implementation/templates/decorator.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-core-implementation/templates/feature_flag_manager.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-rollout-targeting/templates/ramp.sh	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-rollout-targeting/templates/rollout.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-services-testing/templates/conftest_flags.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/feature-flags-services-testing/templates/stale_flag_audit.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/perf-test-basics/templates/smoke-test.k6.js	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/perf-test-tools/templates/k6-load.js	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdd/perf-test-tools/templates/locustfile.py	header spelling only: the file carries the __faion_header_v1__ comment block, the stale copy the faion_header_json one-liner
skills/faion/knowledge/sdlc-ai/risk-scored-fanout-audit/templates/refute-prompt.txt	file edited after inlining; the block is the earlier, terser draft of the same prompt
skills/faion/knowledge/sdlc-ai/risk-scored-fanout-audit/templates/triage-prompt.txt	file edited after inlining; the block is the earlier, terser draft of the same prompt
skills/faion/knowledge/sdlc-ai/risk-scored-fanout-audit/templates/verdict-schema.json	file edited after inlining; carries an $id and a rewrapped enum the block predates
